initial_z,Zbase,new_Z,initial_mass
1.42e-06,1.42e-06,1.42e-06,1.7293209311
1.42e-06,1.42e-06,1.42e-06,1.7667173491
1.42e-06,1.42e-06,1.42e-06,1.8049224614
1.42e-06,1.42e-06,1.42e-06,1.8439537561
1.42e-06,1.42e-06,1.42e-06,1.8838290991
1.42e-06,1.42e-06,1.42e-06,1.9245667431
1.42e-06,1.42e-06,1.42e-06,1.9661853351
1.42e-06,1.42e-06,1.42e-06,2.0087039257
1.42e-06,1.42e-06,1.42e-06,2.0521419772
1.42e-06,1.42e-06,1.42e-06,2.0965193728
1.42e-06,1.42e-06,1.42e-06,2.1418564258
1.42e-06,1.42e-06,1.42e-06,2.1881738888
1.42e-06,1.42e-06,1.42e-06,2.2354929629
1.42e-06,1.42e-06,1.42e-06,2.283835308
1.42e-06,1.42e-06,1.42e-06,2.3332230522
1.42e-06,1.42e-06,1.42e-06,2.3836788022
1.42e-06,1.42e-06,1.42e-06,2.4352256535
1.42e-06,1.42e-06,1.42e-06,2.487887201
1.42e-06,1.42e-06,1.42e-06,2.54168755
1.42e-06,1.42e-06,1.42e-06,2.596651327
1.42e-06,1.42e-06,1.42e-06,2.652803691
1.42e-06,1.42e-06,1.42e-06,2.7101703451
1.42e-06,1.42e-06,1.42e-06,2.7687775482
1.42e-06,1.42e-06,1.42e-06,2.8286521271
1.42e-06,1.42e-06,1.42e-06,2.8898214886
1.42e-06,1.42e-06,1.42e-06,2.9523136324
1.42e-06,1.42e-06,1.42e-06,3.0161571635
1.42e-06,1.42e-06,1.42e-06,3.0813813055
1.42e-06,1.42e-06,1.42e-06,3.148015914
1.42e-06,1.42e-06,1.42e-06,3.2160914903
1.42e-06,1.42e-06,1.42e-06,3.2856391951
1.42e-06,1.42e-06,1.42e-06,3.3566908631
1.42e-06,1.42e-06,1.42e-06,3.4292790174
1.42e-06,1.42e-06,1.42e-06,3.5034368843
1.42e-06,1.42e-06,1.42e-06,3.5791984088
1.42e-06,1.42e-06,1.42e-06,3.6565982699
1.42e-06,1.42e-06,1.42e-06,3.7356718963
1.42e-06,1.42e-06,1.42e-06,3.8164554832
1.42e-06,1.42e-06,1.42e-06,3.8989860083
1.42e-06,1.42e-06,1.42e-06,3.9833012489
1.42e-06,1.42e-06,1.42e-06,4.0694397995
1.42e-06,1.42e-06,1.42e-06,4.1574410889
1.42e-06,1.42e-06,1.42e-06,4.2473453986
1.42e-06,1.42e-06,1.42e-06,4.3391938815
1.42e-06,1.42e-06,1.42e-06,4.4330285799
1.42e-06,1.42e-06,1.42e-06,4.5288924457
1.42e-06,1.42e-06,1.42e-06,4.6268293595
1.42e-06,1.42e-06,1.42e-06,4.7268841507
1.42e-06,1.42e-06,1.42e-06,4.8291026182
1.42e-06,1.42e-06,1.42e-06,4.9335315514
1.42e-06,1.42e-06,1.42e-06,5.0402187514
1.42e-06,1.42e-06,1.42e-06,5.149213053
1.42e-06,1.42e-06,1.42e-06,5.2605643471
1.42e-06,1.42e-06,1.42e-06,5.3743236035
1.42e-06,1.42e-06,1.42e-06,5.4905428941
1.42e-06,1.42e-06,1.42e-06,5.609275417
1.42e-06,1.42e-06,1.42e-06,5.7305755206
1.42e-06,1.42e-06,1.42e-06,5.8544987286
1.42e-06,1.42e-06,1.42e-06,5.9811017654
1.42e-06,1.42e-06,1.42e-06,6.1104425821
1.42e-06,1.42e-06,1.42e-06,6.242580383
1.42e-06,1.42e-06,1.42e-06,6.3775756526
1.42e-06,1.42e-06,1.42e-06,6.5154901834
1.42e-06,1.42e-06,1.42e-06,6.6563871042
1.42e-06,1.42e-06,1.42e-06,6.8003309089
1.42e-06,1.42e-06,1.42e-06,6.9473874862
1.42e-06,1.42e-06,1.42e-06,7.0976241494
1.42e-06,1.42e-06,1.42e-06,7.2511096677
1.42e-06,1.42e-06,1.42e-06,7.4079142972
1.42e-06,1.42e-06,1.42e-06,7.5681098135
1.42e-06,1.42e-06,1.42e-06,7.7317695443
1.42e-06,1.42e-06,1.42e-06,7.8989684027
1.42e-06,1.42e-06,1.42e-06,8.0697829223
1.42e-06,1.42e-06,1.42e-06,8.2442912913
1.42e-06,1.42e-06,1.42e-06,8.422573389
1.42e-06,1.42e-06,1.42e-06,8.6047108218
1.42e-06,1.42e-06,1.42e-06,8.7907869611
1.42e-06,1.42e-06,1.42e-06,8.9808869811
1.42e-06,1.42e-06,1.42e-06,9.1750978979
1.42e-06,1.42e-06,1.42e-06,9.3735086092
1.42e-06,1.42e-06,1.42e-06,9.5762099353
1.42e-06,1.42e-06,1.42e-06,9.7832946602
1.42e-06,1.42e-06,1.42e-06,9.9948575748
1.42e-06,1.42e-06,1.42e-06,10.2109955193
1.42e-06,1.42e-06,1.42e-06,10.4318074286
1.42e-06,1.42e-06,1.42e-06,10.6573943765
1.42e-06,1.42e-06,1.42e-06,10.8878596231
1.42e-06,1.42e-06,1.42e-06,11.1233086609
1.42e-06,1.42e-06,1.42e-06,11.3638492642
1.42e-06,1.42e-06,1.42e-06,11.6095915376
1.42e-06,1.42e-06,1.42e-06,11.8606479667
1.42e-06,1.42e-06,1.42e-06,12.1171334697
1.42e-06,1.42e-06,1.42e-06,12.3791654499
1.42e-06,1.42e-06,1.42e-06,12.6468638494
1.42e-06,1.42e-06,1.42e-06,12.920351204
1.42e-06,1.42e-06,1.42e-06,13.1997526993
1.42e-06,1.42e-06,1.42e-06,13.4851962282
1.42e-06,1.42e-06,1.42e-06,13.7768124492
1.42e-06,1.42e-06,1.42e-06,14.0747348461
1.42e-06,1.42e-06,1.42e-06,14.3790997895
1.42e-06,1.42e-06,1.42e-06,14.6900465989
1.42e-06,1.42e-06,1.42e-06,15.0077176066
1.42e-06,1.42e-06,1.42e-06,15.3322582228
1.42e-06,1.42e-06,1.42e-06,15.6638170022
1.42e-06,1.42e-06,1.42e-06,16.002545712
1.42e-06,1.42e-06,1.42e-06,16.3485994013
1.42e-06,1.42e-06,1.42e-06,16.7021364722
1.42e-06,1.42e-06,1.42e-06,17.0633187522
1.42e-06,1.42e-06,1.42e-06,17.4323115682
1.42e-06,1.42e-06,1.42e-06,17.8092838225
1.42e-06,1.42e-06,1.42e-06,18.1944080697
1.42e-06,1.42e-06,1.42e-06,18.587860596
1.42e-06,1.42e-06,1.42e-06,18.9898214997
1.42e-06,1.42e-06,1.42e-06,19.4004747738
1.42e-06,1.42e-06,1.42e-06,19.8200083899
1.42e-06,1.42e-06,1.42e-06,20.2486143848
1.42e-06,1.42e-06,1.42e-06,20.6864889479
1.42e-06,1.42e-06,1.42e-06,21.1338325111
1.42e-06,1.42e-06,1.42e-06,21.5908498408
1.42e-06,1.42e-06,1.42e-06,22.0577501314
1.42e-06,1.42e-06,1.42e-06,22.534747101
1.42e-06,1.42e-06,1.42e-06,23.0220590895
1.42e-06,1.42e-06,1.42e-06,23.5199091583
1.42e-06,1.42e-06,1.42e-06,24.0285251925
1.42e-06,1.42e-06,1.42e-06,24.5481400051
1.42e-06,1.42e-06,1.42e-06,25.0789914439
1.42e-06,1.42e-06,1.42e-06,25.6213224998
1.42e-06,1.42e-06,1.42e-06,26.1753814187
1.42e-06,1.42e-06,1.42e-06,26.7414218145
1.42e-06,1.42e-06,1.42e-06,27.3197027858
1.42e-06,1.42e-06,1.42e-06,27.9104890338
1.42e-06,1.42e-06,1.42e-06,28.5140509842
1.42e-06,1.42e-06,1.42e-06,29.1306649104
1.42e-06,1.42e-06,1.42e-06,29.7606130603
1.42e-06,1.42e-06,1.42e-06,30.4041837853
1.42e-06,1.42e-06,1.42e-06,31.0616716725
1.42e-06,1.42e-06,1.42e-06,31.7333776793
1.42e-06,1.42e-06,1.42e-06,32.4196092713
1.42e-06,1.42e-06,1.42e-06,33.1206805631
1.42e-06,1.42e-06,1.42e-06,33.836912462
1.42e-06,1.42e-06,1.42e-06,34.5686328147
1.42e-06,1.42e-06,1.42e-06,35.3161765577
1.42e-06,1.42e-06,1.42e-06,36.0798858707
1.42e-06,1.42e-06,1.42e-06,36.8601103325
1.42e-06,1.42e-06,1.42e-06,37.6572070819
1.42e-06,1.42e-06,1.42e-06,38.4715409807
1.42e-06,1.42e-06,1.42e-06,39.3034847807
1.42e-06,1.42e-06,1.42e-06,40.1534192947
1.42e-06,1.42e-06,1.42e-06,41.0217335702
1.42e-06,1.42e-06,1.42e-06,41.908825068
1.42e-06,1.42e-06,1.42e-06,42.8150998439
1.42e-06,1.42e-06,1.42e-06,43.7409727348
1.42e-06,1.42e-06,1.42e-06,44.6868675481
1.42e-06,1.42e-06,1.42e-06,45.6532172563
1.42e-06,1.42e-06,1.42e-06,46.6404641948
1.42e-06,1.42e-06,1.42e-06,47.6490602642
1.42e-06,1.42e-06,1.42e-06,48.6794671378
1.42e-06,1.42e-06,1.42e-06,49.7321564724
1.42e-06,1.42e-06,1.42e-06,50.8076101243
1.42e-06,1.42e-06,1.42e-06,51.9063203699
1.42e-06,1.42e-06,1.42e-06,53.028790131
1.42e-06,1.42e-06,1.42e-06,54.1755332052
1.42e-06,1.42e-06,1.42e-06,55.3470745008
1.42e-06,1.42e-06,1.42e-06,56.5439502773
1.42e-06,1.42e-06,1.42e-06,57.7667083906
1.42e-06,1.42e-06,1.42e-06,59.015908544
1.42e-06,1.42e-06,1.42e-06,60.2921225444
1.42e-06,1.42e-06,1.42e-06,61.595934564
1.42e-06,1.42e-06,1.42e-06,62.9279414076
1.42e-06,1.42e-06,1.42e-06,64.2887527858
1.42e-06,1.42e-06,1.42e-06,65.6789915943
1.42e-06,1.42e-06,1.42e-06,67.0992941987
1.42e-06,1.42e-06,1.42e-06,68.5503107261
1.42e-06,1.42e-06,1.42e-06,70.0327053624
1.42e-06,1.42e-06,1.42e-06,71.5471566566
1.42e-06,1.42e-06,1.42e-06,73.0943578312
1.42e-06,1.42e-06,1.42e-06,74.6750170995
1.42e-06,1.42e-06,1.42e-06,76.28985799
1.42e-06,1.42e-06,1.42e-06,77.9396196773
1.42e-06,1.42e-06,1.42e-06,79.6250573207
1.42e-06,1.42e-06,1.42e-06,81.3469424097
1.42e-06,1.42e-06,1.42e-06,83.1060631173
1.42e-06,1.42e-06,1.42e-06,84.9032246605
1.42e-06,1.42e-06,1.42e-06,86.7392496691
1.42e-06,1.42e-06,1.42e-06,88.6149785624
1.42e-06,1.42e-06,1.42e-06,90.5312699333
1.42e-06,1.42e-06,1.42e-06,92.489000942
1.42e-06,1.42e-06,1.42e-06,94.4890677173
1.42e-06,1.42e-06,1.42e-06,96.5323857663
1.42e-06,1.42e-06,1.42e-06,98.6198903943
1.42e-06,1.42e-06,1.42e-06,100.7525371323
1.42e-06,1.42e-06,1.42e-06,102.9313021744
1.42e-06,1.42e-06,1.42e-06,105.1571828252
1.42e-06,1.42e-06,1.42e-06,107.4311979557
1.42e-06,1.42e-06,1.42e-06,109.7543884699
1.42e-06,1.42e-06,1.42e-06,112.1278177813
1.42e-06,1.42e-06,1.42e-06,114.5525722995
1.42e-06,1.42e-06,1.42e-06,117.0297619279
1.42e-06,1.42e-06,1.42e-06,119.5605205712
1.42e-06,1.42e-06,1.42e-06,122.1460066548
1.42e-06,1.42e-06,1.42e-06,124.787403655
1.42e-06,1.42e-06,1.42e-06,127.4859206405
1.42e-06,1.42e-06,1.42e-06,130.2427928263
1.42e-06,1.42e-06,1.42e-06,133.0592821384
1.42e-06,1.42e-06,1.42e-06,135.9366777923
1.42e-06,1.42e-06,1.42e-06,138.8762968823
1.42e-06,1.42e-06,1.42e-06,141.879484985
1.42e-06,1.42e-06,1.42e-06,144.9476167749
1.42e-06,1.42e-06,1.42e-06,148.0820966537
1.42e-06,1.42e-06,1.42e-06,151.2843593931
