initial_z,Zbase,new_Z,initial_mass
0.000142,0.000142,0.000142,1.5209913477
0.000142,0.000142,0.000142,1.5538826562
0.000142,0.000142,0.000142,1.5874852364
0.000142,0.000142,0.000142,1.6218144695
0.000142,0.000142,0.000142,1.6568860694
0.000142,0.000142,0.000142,1.6927160897
0.000142,0.000142,0.000142,1.7293209311
0.000142,0.000142,0.000142,1.7667173491
0.000142,0.000142,0.000142,1.8049224614
0.000142,0.000142,0.000142,1.8439537561
0.000142,0.000142,0.000142,1.8838290991
0.000142,0.000142,0.000142,1.9245667431
0.000142,0.000142,0.000142,1.9661853351
0.000142,0.000142,0.000142,2.0087039257
0.000142,0.000142,0.000142,2.0521419772
0.000142,0.000142,0.000142,2.0965193728
0.000142,0.000142,0.000142,2.1418564258
0.000142,0.000142,0.000142,2.1881738888
0.000142,0.000142,0.000142,2.2354929629
0.000142,0.000142,0.000142,2.283835308
0.000142,0.000142,0.000142,2.3332230522
0.000142,0.000142,0.000142,2.3836788022
0.000142,0.000142,0.000142,2.4352256535
0.000142,0.000142,0.000142,2.487887201
0.000142,0.000142,0.000142,2.54168755
0.000142,0.000142,0.000142,2.596651327
0.000142,0.000142,0.000142,2.652803691
0.000142,0.000142,0.000142,2.7101703451
0.000142,0.000142,0.000142,2.7687775482
0.000142,0.000142,0.000142,2.8286521271
0.000142,0.000142,0.000142,2.8898214886
0.000142,0.000142,0.000142,2.9523136324
0.000142,0.000142,0.000142,3.0161571635
0.000142,0.000142,0.000142,3.0813813055
0.000142,0.000142,0.000142,3.148015914
0.000142,0.000142,0.000142,3.2160914903
0.000142,0.000142,0.000142,3.2856391951
0.000142,0.000142,0.000142,3.3566908631
0.000142,0.000142,0.000142,3.4292790174
0.000142,0.000142,0.000142,3.5034368843
0.000142,0.000142,0.000142,3.5791984088
0.000142,0.000142,0.000142,3.6565982699
0.000142,0.000142,0.000142,3.7356718963
0.000142,0.000142,0.000142,3.8164554832
0.000142,0.000142,0.000142,3.8989860083
0.000142,0.000142,0.000142,3.9833012489
0.000142,0.000142,0.000142,4.0694397995
0.000142,0.000142,0.000142,4.1574410889
0.000142,0.000142,0.000142,4.2473453986
0.000142,0.000142,0.000142,4.3391938815
0.000142,0.000142,0.000142,4.4330285799
0.000142,0.000142,0.000142,4.5288924457
0.000142,0.000142,0.000142,4.6268293595
0.000142,0.000142,0.000142,4.7268841507
0.000142,0.000142,0.000142,4.8291026182
0.000142,0.000142,0.000142,4.9335315514
0.000142,0.000142,0.000142,5.0402187514
0.000142,0.000142,0.000142,5.149213053
0.000142,0.000142,0.000142,5.2605643471
0.000142,0.000142,0.000142,5.3743236035
0.000142,0.000142,0.000142,5.4905428941
0.000142,0.000142,0.000142,5.609275417
0.000142,0.000142,0.000142,5.7305755206
0.000142,0.000142,0.000142,5.8544987286
0.000142,0.000142,0.000142,5.9811017654
0.000142,0.000142,0.000142,6.1104425821
0.000142,0.000142,0.000142,6.242580383
0.000142,0.000142,0.000142,6.3775756526
0.000142,0.000142,0.000142,6.5154901834
0.000142,0.000142,0.000142,6.6563871042
0.000142,0.000142,0.000142,6.8003309089
0.000142,0.000142,0.000142,6.9473874862
0.000142,0.000142,0.000142,7.0976241494
0.000142,0.000142,0.000142,7.2511096677
0.000142,0.000142,0.000142,7.4079142972
0.000142,0.000142,0.000142,7.5681098135
0.000142,0.000142,0.000142,7.7317695443
0.000142,0.000142,0.000142,7.8989684027
0.000142,0.000142,0.000142,8.0697829223
0.000142,0.000142,0.000142,8.2442912913
0.000142,0.000142,0.000142,8.422573389
0.000142,0.000142,0.000142,8.6047108218
0.000142,0.000142,0.000142,8.7907869611
0.000142,0.000142,0.000142,8.9808869811
0.000142,0.000142,0.000142,9.1750978979
0.000142,0.000142,0.000142,9.3735086092
0.000142,0.000142,0.000142,9.5762099353
0.000142,0.000142,0.000142,9.7832946602
0.000142,0.000142,0.000142,9.9948575748
0.000142,0.000142,0.000142,10.2109955193
0.000142,0.000142,0.000142,10.4318074286
0.000142,0.000142,0.000142,10.6573943765
0.000142,0.000142,0.000142,10.8878596231
0.000142,0.000142,0.000142,11.1233086609
0.000142,0.000142,0.000142,11.3638492642
0.000142,0.000142,0.000142,11.6095915376
0.000142,0.000142,0.000142,11.8606479667
0.000142,0.000142,0.000142,12.1171334697
0.000142,0.000142,0.000142,12.3791654499
0.000142,0.000142,0.000142,12.6468638494
0.000142,0.000142,0.000142,12.920351204
0.000142,0.000142,0.000142,13.1997526993
0.000142,0.000142,0.000142,13.4851962282
0.000142,0.000142,0.000142,13.7768124492
0.000142,0.000142,0.000142,14.0747348461
0.000142,0.000142,0.000142,14.3790997895
0.000142,0.000142,0.000142,14.6900465989
0.000142,0.000142,0.000142,15.0077176066
0.000142,0.000142,0.000142,15.3322582228
0.000142,0.000142,0.000142,15.6638170022
0.000142,0.000142,0.000142,16.002545712
0.000142,0.000142,0.000142,16.3485994013
0.000142,0.000142,0.000142,16.7021364722
0.000142,0.000142,0.000142,17.0633187522
0.000142,0.000142,0.000142,17.4323115682
0.000142,0.000142,0.000142,17.8092838225
0.000142,0.000142,0.000142,18.1944080697
0.000142,0.000142,0.000142,18.587860596
0.000142,0.000142,0.000142,18.9898214997
0.000142,0.000142,0.000142,19.4004747738
0.000142,0.000142,0.000142,19.8200083899
0.000142,0.000142,0.000142,20.2486143848
0.000142,0.000142,0.000142,20.6864889479
0.000142,0.000142,0.000142,21.1338325111
0.000142,0.000142,0.000142,21.5908498408
0.000142,0.000142,0.000142,22.0577501314
0.000142,0.000142,0.000142,22.534747101
0.000142,0.000142,0.000142,23.0220590895
0.000142,0.000142,0.000142,23.5199091583
0.000142,0.000142,0.000142,24.0285251925
0.000142,0.000142,0.000142,24.5481400051
0.000142,0.000142,0.000142,25.0789914439
0.000142,0.000142,0.000142,25.6213224998
0.000142,0.000142,0.000142,26.1753814187
0.000142,0.000142,0.000142,26.7414218145
0.000142,0.000142,0.000142,27.3197027858
0.000142,0.000142,0.000142,27.9104890338
0.000142,0.000142,0.000142,28.5140509842
0.000142,0.000142,0.000142,29.1306649104
0.000142,0.000142,0.000142,29.7606130603
0.000142,0.000142,0.000142,30.4041837853
0.000142,0.000142,0.000142,31.0616716725
0.000142,0.000142,0.000142,31.7333776793
0.000142,0.000142,0.000142,32.4196092713
0.000142,0.000142,0.000142,33.1206805631
0.000142,0.000142,0.000142,33.836912462
0.000142,0.000142,0.000142,34.5686328147
0.000142,0.000142,0.000142,35.3161765577
0.000142,0.000142,0.000142,36.0798858707
0.000142,0.000142,0.000142,36.8601103325
0.000142,0.000142,0.000142,37.6572070819
0.000142,0.000142,0.000142,38.4715409807
0.000142,0.000142,0.000142,39.3034847807
0.000142,0.000142,0.000142,40.1534192947
0.000142,0.000142,0.000142,41.0217335702
0.000142,0.000142,0.000142,41.908825068
0.000142,0.000142,0.000142,42.8150998439
0.000142,0.000142,0.000142,43.7409727348
0.000142,0.000142,0.000142,44.6868675481
0.000142,0.000142,0.000142,45.6532172563
0.000142,0.000142,0.000142,46.6404641948
0.000142,0.000142,0.000142,47.6490602642
0.000142,0.000142,0.000142,48.6794671378
0.000142,0.000142,0.000142,49.7321564724
0.000142,0.000142,0.000142,50.8076101243
0.000142,0.000142,0.000142,51.9063203699
0.000142,0.000142,0.000142,53.028790131
0.000142,0.000142,0.000142,54.1755332052
0.000142,0.000142,0.000142,55.3470745008
0.000142,0.000142,0.000142,56.5439502773
0.000142,0.000142,0.000142,57.7667083906
0.000142,0.000142,0.000142,59.015908544
0.000142,0.000142,0.000142,60.2921225444
0.000142,0.000142,0.000142,61.595934564
0.000142,0.000142,0.000142,62.9279414076
0.000142,0.000142,0.000142,64.2887527858
0.000142,0.000142,0.000142,65.6789915943
0.000142,0.000142,0.000142,67.0992941987
0.000142,0.000142,0.000142,68.5503107261
0.000142,0.000142,0.000142,70.0327053624
0.000142,0.000142,0.000142,71.5471566566
0.000142,0.000142,0.000142,73.0943578312
0.000142,0.000142,0.000142,74.6750170995
0.000142,0.000142,0.000142,76.28985799
0.000142,0.000142,0.000142,77.9396196773
0.000142,0.000142,0.000142,79.6250573207
0.000142,0.000142,0.000142,81.3469424097
0.000142,0.000142,0.000142,83.1060631173
0.000142,0.000142,0.000142,84.9032246605
0.000142,0.000142,0.000142,86.7392496691
0.000142,0.000142,0.000142,88.6149785624
0.000142,0.000142,0.000142,90.5312699333
0.000142,0.000142,0.000142,92.489000942
0.000142,0.000142,0.000142,94.4890677173
0.000142,0.000142,0.000142,96.5323857663
0.000142,0.000142,0.000142,98.6198903943
0.000142,0.000142,0.000142,100.7525371323
0.000142,0.000142,0.000142,102.9313021744
0.000142,0.000142,0.000142,105.1571828252
0.000142,0.000142,0.000142,107.4311979557
0.000142,0.000142,0.000142,109.7543884699
0.000142,0.000142,0.000142,112.1278177813
0.000142,0.000142,0.000142,114.5525722995
0.000142,0.000142,0.000142,117.0297619279
0.000142,0.000142,0.000142,119.5605205712
0.000142,0.000142,0.000142,122.1460066548
0.000142,0.000142,0.000142,124.787403655
0.000142,0.000142,0.000142,127.4859206405
0.000142,0.000142,0.000142,130.2427928263
0.000142,0.000142,0.000142,133.0592821384
0.000142,0.000142,0.000142,135.9366777923
0.000142,0.000142,0.000142,138.8762968823
0.000142,0.000142,0.000142,141.879484985
0.000142,0.000142,0.000142,144.9476167749
0.000142,0.000142,0.000142,148.0820966537
0.000142,0.000142,0.000142,151.2843593931
